row_index,true_value,predicted_class,predicted_probability,Unique ID,match_id,event_index,frame_start,frame_end,rec_player_id,rec_team_short,rec_team_id,dist_to_attacking_goal,team_out_of_possession_phase_type,player_targeted_dangerous,event_row_index,source_file,is_drawing,is_middle_third
4801,0,0,0.4796947960946112,2017461_2121_2137,2017461.0,2121.0,39900.0,39915.0,51685.0,Melbourne V FC,868.0,74.31527770250206,medium_block,0.0,4801,2017461.0,1,0
2109,0,0,0.23708811215072884,1996435_20_23,1996435.0,20.0,292.0,292.0,51000.0,Sydney FC,869.0,75.9968420396532,chaotic/disruption,0.0,2109,1996435.0,1,0
2344,1,1,0.8705346385569586,1996435_1643_1676,1996435.0,1676.0,13899.0,13938.0,18573.0,Sydney FC,869.0,15.081438923391891,transition/quick_break,1.0,2344,1996435.0,1,0
2293,0,0,0.23157691436423022,1996435_1277_1286,1996435.0,1277.0,9642.0,9692.0,809759.0,Adelaide United,866.0,81.38757153275922,high_block,0.0,2293,1996435.0,1,0
645,1,0,0.2433738094984063,1899585_1258_1282,1899585.0,1258.0,14304.0,14310.0,51028.0,Wellington P FC,867.0,43.49971264272903,chaotic/disruption,1.0,645,1899585.0,1,1
559,0,1,0.6694051414126997,1899585_391_405,1899585.0,391.0,4158.0,4175.0,50951.0,Auckland FC,4177.0,55.93153850914527,medium_block,0.0,559,1899585.0,1,1
5018,0,0,0.18477785835336477,2017461_3186_3199,2017461.0,3186.0,55526.0,55526.0,4322.0,Auckland FC,4177.0,66.19824922156174,chaotic/disruption,0.0,5018,2017461.0,0,1
832,1,1,0.7578394104881992,1899585_2600_2642,1899585.0,2600.0,31228.0,31245.0,51017.0,Wellington P FC,867.0,43.10718037635957,transition/quick_break,1.0,832,1899585.0,0,1
3213,1,1,0.6720865993120845,2011166_1672_1703,2011166.0,1672.0,24620.0,24620.0,27003.0,Wellington P FC,867.0,44.37049132024571,medium_block,1.0,3213,2011166.0,1,1
2610,1,0,0.3738078841877656,1996435_4674_4682,1996435.0,4674.0,49480.0,49493.0,133853.0,Sydney FC,869.0,90.63327920802602,chaotic/disruption,1.0,2610,1996435.0,0,0
5822,0,0,0.25577708384388664,2017461_2412_2412,2017461.0,2412.0,44389.0,44398.0,38673.0,Auckland FC,4177.0,76.4687714037567,chaotic/disruption,0.0,5822,2017461.0,1,0
1623,0,1,0.6039425795010143,1925299_4445_4455,1925299.0,4455.0,51934.0,51934.0,966115.0,Perth Glory,871.0,33.35280647861586,chaotic/disruption,0.0,1623,1925299.0,0,0
3575,0,1,0.8447036789816964,2013725_1243_1263,2013725.0,1243.0,17764.0,17797.0,133854.0,Sydney FC,869.0,27.438542235330218,transition/quick_break,0.0,3575,2013725.0,0,0
2313,1,1,0.634376237127223,1996435_1633_1637,1996435.0,1633.0,13092.0,13099.0,42513.0,Adelaide United,866.0,57.02480951305318,medium_block,1.0,2313,1996435.0,1,1
1548,0,0,0.1753362394167201,1925299_3775_3785,1925299.0,3775.0,41773.0,41773.0,51694.0,Perth Glory,871.0,49.98723937166365,chaotic/disruption,0.0,1548,1925299.0,1,1
4426,0,0,0.4254440381242797,2015213_3030_3043,2015213.0,3030.0,46644.0,46644.0,163972.0,Auckland FC,4177.0,42.18590878480633,chaotic/disruption,0.0,4426,2015213.0,0,1
4303,1,1,0.7742048523208429,2015213_1915_1971,2015213.0,1928.0,24105.0,24105.0,14736.0,Auckland FC,4177.0,32.142744126785445,chaotic/disruption,1.0,4303,2015213.0,0,0
2684,0,0,0.1742872193528888,2006229_171_193,2006229.0,171.0,1559.0,1559.0,12120.0,Macarthur FC,1804.0,65.27894913369853,chaotic/disruption,0.0,2684,2006229.0,1,1
5492,0,1,0.7442518404416275,1996435_1994_1994,1996435.0,1994.0,18066.0,18066.0,42513.0,Adelaide United,866.0,26.83277473538657,chaotic/disruption,0.0,5492,1996435.0,1,0
3319,0,1,0.8128765280915076,2011166_2615_2644,2011166.0,2615.0,49752.0,49770.0,50977.0,Melbourne V FC,868.0,21.021914755797106,low_block,0.0,3319,2011166.0,0,0
51,0,0,0.19766117594039453,1886347_1138_1147,1886347.0,1138.0,10163.0,10170.0,795507.0,Newcastle,1805.0,72.86156737265537,high_block,0.0,51,1886347.0,1,0
1146,1,1,0.6851954398046043,1899585_4271_4298,1899585.0,4271.0,54637.0,54740.0,26969.0,Wellington P FC,867.0,83.68918687620284,medium_block,1.0,1146,1899585.0,0,0
3476,0,1,0.5736870487331531,2011166_3617_3644,2011166.0,3617.0,64479.0,64486.0,50979.0,Melbourne V FC,868.0,43.01830424365888,low_block,0.0,3476,2011166.0,0,0
4860,1,0,0.4317178398414935,2017461_2522_2536,2017461.0,2536.0,45878.0,45878.0,29075.0,Melbourne V FC,868.0,60.72707798009056,medium_block,1.0,4860,2017461.0,1,1
5339,0,0,0.3844999675648038,1899585_2814_2814,1899585.0,2814.0,34124.0,34147.0,26969.0,Wellington P FC,867.0,75.38080193258759,chaotic/disruption,0.0,5339,1899585.0,0,0
5671,1,1,0.8909230069474537,2013725_3416_3416,2013725.0,3416.0,53598.0,53608.0,133854.0,Sydney FC,869.0,20.621748228508658,chaotic/disruption,1.0,5671,2013725.0,0,0
5236,1,1,0.559289074026185,2017461_4097_4130,2017461.0,4097.0,69341.0,69349.0,51714.0,Melbourne V FC,868.0,39.05326234772199,low_block,1.0,5236,2017461.0,0,0
2906,0,0,0.18337659735299058,2006229_2445_2450,2006229.0,2445.0,27026.0,27026.0,26095.0,Melbourne City,2380.0,54.61163429160493,chaotic/disruption,0.0,2906,2006229.0,0,1
5061,1,1,0.5012134292557692,2017461_3342_3376,2017461.0,3342.0,58817.0,58817.0,50955.0,Melbourne V FC,868.0,66.05099015154883,medium_block,1.0,5061,2017461.0,0,1
4774,0,1,0.7913432498087037,2017461_1044_1060,2017461.0,1044.0,12947.0,12987.0,624628.0,Auckland FC,4177.0,73.2516573191351,transition/quick_break,0.0,4774,2017461.0,1,0
3106,1,1,0.7544448688153491,2011166_331_368,2011166.0,331.0,5161.0,5161.0,11117.0,Melbourne V FC,868.0,74.37795708407162,transition/quick_break,1.0,3106,2011166.0,0,0
5127,0,0,0.4633051346535099,2017461_3595_3609,2017461.0,3609.0,62225.0,62247.0,43829.0,Auckland FC,4177.0,60.01821140287338,medium_block,0.0,5127,2017461.0,0,1
4083,0,1,0.6769561218367754,2013725_4825_4849,2013725.0,4825.0,68696.0,68696.0,25534.0,Sydney FC,869.0,32.503761320807165,low_block,0.0,4083,2013725.0,0,0
3865,0,0,0.464119389890135,2013725_3359_3400,2013725.0,3369.0,53043.0,53081.0,51644.0,Sydney FC,869.0,39.95938187710115,chaotic/disruption,0.0,3865,2013725.0,0,0
2146,1,1,0.7902381707080837,1996435_555_573,1996435.0,564.0,4415.0,4446.0,50959.0,Adelaide United,866.0,14.73708587204404,chaotic/disruption,1.0,2146,1996435.0,1,0
4257,1,1,0.6896620970001078,2015213_1857_1966,2015213.0,1857.0,23715.0,23715.0,133498.0,Auckland FC,4177.0,79.13295457645948,medium_block,1.0,4257,2015213.0,0,0
2476,0,1,0.6979309164981415,1996435_3135_3161,1996435.0,3135.0,32476.0,32489.0,51045.0,Sydney FC,869.0,54.25158523029535,medium_block,0.0,2476,1996435.0,0,1
2528,1,1,0.8007330579024355,1996435_3723_3769,1996435.0,3723.0,38957.0,38968.0,50959.0,Adelaide United,866.0,54.63071754974485,transition/quick_break,1.0,2528,1996435.0,0,1
2142,1,1,0.7902381707080837,1996435_555_564,1996435.0,564.0,4415.0,4446.0,50959.0,Adelaide United,866.0,14.73708587204404,chaotic/disruption,1.0,2142,1996435.0,1,0
4255,1,1,0.6581123326928207,2015213_1857_1921,2015213.0,1915.0,24086.0,24086.0,51008.0,Western United,1803.0,94.32294577673028,medium_block,1.0,4255,2015213.0,0,0
5257,0,0,0.08319592674108028,1886347_489_489,1886347.0,489.0,4009.0,4009.0,735573.0,Newcastle,1805.0,58.86902835957121,chaotic/disruption,0.0,5257,1886347.0,1,1
5337,0,1,0.6053128103574786,1899585_2785_2785,1899585.0,2785.0,33937.0,33954.0,23418.0,Auckland FC,4177.0,33.82085155639935,chaotic/disruption,0.0,5337,1899585.0,0,0
2046,0,1,0.5378488686308713,1953632_4246_4249,1953632.0,4246.0,51980.0,51980.0,923862.0,CC Mariners,870.0,90.22736281195412,medium_block,0.0,2046,1953632.0,1,0
989,1,1,0.766976453809593,1899585_3456_3503,1899585.0,3456.0,42986.0,42998.0,38673.0,Auckland FC,4177.0,80.32255287277664,transition/quick_break,1.0,989,1899585.0,0,0
3665,1,1,0.6225357754608278,2013725_1895_1966,2013725.0,1895.0,25530.0,25530.0,51644.0,Sydney FC,869.0,42.88553718912706,medium_block,1.0,3665,2013725.0,0,0
3985,0,1,0.528964066270736,2013725_3973_3995,2013725.0,3992.0,58328.0,58328.0,25534.0,Sydney FC,869.0,46.54490842186716,medium_block,0.0,3985,2013725.0,0,1
1984,0,0,0.435376159895583,1953632_3870_3873,1953632.0,3870.0,45300.0,45300.0,923862.0,CC Mariners,870.0,97.00486637277535,chaotic/disruption,0.0,1984,1953632.0,1,0
4557,0,0,0.37518613521343247,2017461_30_33,2017461.0,30.0,2934.0,2934.0,51678.0,Melbourne V FC,868.0,86.77755585403405,chaotic/disruption,0.0,4557,2017461.0,1,0
5311,0,0,0.34414129469146615,1899585_604_604,1899585.0,604.0,6410.0,6417.0,4322.0,Auckland FC,4177.0,91.1286063758247,chaotic/disruption,0.0,5311,1899585.0,1,0
635,1,1,0.5558848385029382,1899585_1099_1124,1899585.0,1122.0,11412.0,11412.0,51015.0,Wellington P FC,867.0,94.7493329791825,medium_block,1.0,635,1899585.0,1,0
5473,0,0,0.19768812135143338,1996435_117_117,1996435.0,117.0,858.0,864.0,51005.0,Adelaide United,866.0,75.10891957683855,chaotic/disruption,0.0,5473,1996435.0,1,1
756,0,1,0.5213156399663715,1899585_2194_2247,1899585.0,2202.0,26518.0,26518.0,133498.0,Auckland FC,4177.0,36.39989697787619,chaotic/disruption,0.0,756,1899585.0,0,0
499,1,1,0.6795073114639756,1886347_4897_4919,1886347.0,4897.0,57174.0,57199.0,176224.0,Newcastle,1805.0,79.73200423920122,medium_block,1.0,499,1886347.0,0,0
3410,1,1,0.7377337699807618,2011166_3247_3278,2011166.0,3247.0,58546.0,58546.0,51017.0,Wellington P FC,867.0,74.34023473194041,transition/quick_break,1.0,3410,2011166.0,0,1
1230,0,1,0.7924304579938481,1925299_552_575,1925299.0,570.0,5549.0,5549.0,51002.0,Brisbane FC,1802.0,81.43435270203847,transition/quick_break,0.0,1230,1925299.0,1,0
3330,0,0,0.4353010971672559,2011166_2674_2680,2011166.0,2674.0,50139.0,50156.0,7698.0,Melbourne V FC,868.0,94.28367037827918,chaotic/disruption,0.0,3330,2011166.0,0,0
1026,0,0,0.13580511075347265,1899585_3821_3871,1899585.0,3821.0,48628.0,48635.0,34718.0,Wellington P FC,867.0,101.2931192134984,high_block,0.0,1026,1899585.0,0,0
5351,0,0,0.44073406371285295,1899585_3626_3626,1899585.0,3626.0,45947.0,45970.0,33697.0,Auckland FC,4177.0,81.64529686393455,chaotic/disruption,0.0,5351,1899585.0,0,0
2917,1,1,0.7848195013981344,2006229_2533_2576,2006229.0,2533.0,28844.0,28874.0,26095.0,Melbourne City,2380.0,29.53629970053798,low_block,1.0,2917,2006229.0,0,0
173,1,1,0.5630254762167047,1886347_2814_2864,1886347.0,2814.0,28619.0,28647.0,285188.0,Auckland FC,4177.0,77.32542208096895,medium_block,1.0,173,1886347.0,1,0
2678,0,1,0.5757922482439161,2006229_28_32,2006229.0,28.0,180.0,192.0,9520.0,Melbourne City,2380.0,79.11016369594996,medium_block,0.0,2678,2006229.0,1,0
5842,0,0,0.38994711715598684,2017461_3142_3142,2017461.0,3142.0,55163.0,55185.0,133498.0,Auckland FC,4177.0,46.59062673972094,chaotic/disruption,0.0,5842,2017461.0,0,1
890,1,1,0.7914086840464093,1899585_2928_2972,1899585.0,2928.0,36803.0,36803.0,133495.0,Auckland FC,4177.0,66.22492959603657,transition/quick_break,1.0,890,1899585.0,0,1
3316,0,0,0.44596345790563546,2011166_2478_2481,2011166.0,2478.0,46454.0,46469.0,7698.0,Melbourne V FC,868.0,98.79612391182155,chaotic/disruption,0.0,3316,2011166.0,0,0
4546,1,1,0.5110373853595612,2015213_3928_3949,2015213.0,3949.0,61235.0,61235.0,560916.0,Western United,1803.0,74.42040378820852,low_block,1.0,4546,2015213.0,0,0
5810,0,0,0.25071187228441194,2017461_1774_1774,2017461.0,1774.0,24841.0,24851.0,11117.0,Melbourne V FC,868.0,46.38757807861928,chaotic/disruption,0.0,5810,2017461.0,1,1
5739,0,0,0.22093542016845805,2015213_1615_1615,2015213.0,1615.0,21762.0,21810.0,163972.0,Auckland FC,4177.0,76.19965419869042,high_block,0.0,5739,2015213.0,0,0
5657,0,0,0.245563861141391,2013725_2659_2659,2013725.0,2659.0,43429.0,43429.0,26844.0,Western United,1803.0,51.84498143504345,chaotic/disruption,0.0,5657,2013725.0,0,1
3732,0,1,0.6502997223484235,2013725_2166_2183,2013725.0,2166.0,28608.0,28621.0,957737.0,Western United,1803.0,95.42624900937898,medium_block,0.0,3732,2013725.0,0,0
3449,1,0,0.20677540854774573,2011166_3484_3500,2011166.0,3484.0,63549.0,63549.0,51015.0,Wellington P FC,867.0,67.67205405483122,chaotic/disruption,1.0,3449,2011166.0,0,1
1664,0,1,0.68723391028976,1953632_132_152,1953632.0,132.0,886.0,942.0,11891.0,Melbourne City,2380.0,52.84824027344714,medium_block,0.0,1664,1953632.0,1,1
284,1,0,0.4490520805141995,1886347_2870_2948,1886347.0,2933.0,29369.0,29369.0,795505.0,Newcastle,1805.0,84.14893522796352,low_block,1.0,284,1886347.0,1,0
5365,0,0,0.4351395422492033,1899585_4235_4235,1899585.0,4235.0,54418.0,54426.0,799091.0,Wellington P FC,867.0,82.26432823526854,chaotic/disruption,0.0,5365,1899585.0,0,0
5708,0,0,0.3936971592690373,2013725_4820_4820,2013725.0,4820.0,68630.0,68656.0,818284.0,Western United,1803.0,87.30873152211066,chaotic/disruption,0.0,5708,2013725.0,0,0
4100,0,0,0.19562621793567822,2013725_4975_4981,2013725.0,4975.0,69661.0,69685.0,818284.0,Western United,1803.0,58.562688633634295,high_block,0.0,4100,2013725.0,0,1
5845,0,0,0.41234213710658063,2017461_3419_3419,2017461.0,3419.0,59275.0,59280.0,38673.0,Auckland FC,4177.0,71.88002504173187,chaotic/disruption,0.0,5845,2017461.0,0,0
4879,1,0,0.1927940926689742,2017461_2630_2641,2017461.0,2630.0,48781.0,48796.0,11885.0,Melbourne V FC,868.0,39.35653058896325,chaotic/disruption,1.0,4879,2017461.0,1,1
5275,0,0,0.19431832999618506,1886347_2748_2748,1886347.0,2748.0,27584.0,27598.0,38673.0,Auckland FC,4177.0,69.01307122567434,chaotic/disruption,0.0,5275,1886347.0,1,1
4320,1,1,0.7534661221144314,2015213_1928_1971,2015213.0,1928.0,24105.0,24105.0,14736.0,Auckland FC,4177.0,32.142744126785445,low_block,1.0,4320,2015213.0,0,0
5513,0,0,0.15740839020867356,1996435_4581_4581,1996435.0,4581.0,48962.0,48975.0,18573.0,Sydney FC,869.0,61.304176040462366,chaotic/disruption,0.0,5513,1996435.0,0,1
3979,0,1,0.6756245455951304,2013725_3973_3995,2013725.0,3973.0,58202.0,58211.0,51008.0,Western United,1803.0,80.65554227701901,medium_block,0.0,3979,2013725.0,0,0
3824,1,1,0.5340742777041055,2013725_2826_2857,2013725.0,2855.0,45513.0,45513.0,795527.0,Western United,1803.0,82.077259335336,low_block,1.0,3824,2013725.0,0,0
2196,0,1,0.6117442558633084,1996435_989_1012,1996435.0,989.0,7927.0,7927.0,18573.0,Sydney FC,869.0,43.19330735194979,medium_block,0.0,2196,1996435.0,1,1
2345,0,0,0.16543996440877703,1996435_2073_2138,1996435.0,2073.0,19689.0,19719.0,51045.0,Sydney FC,869.0,70.53469004681313,high_block,0.0,2345,1996435.0,1,1
866,1,1,0.7876643365908096,1899585_2800_2814,1899585.0,2800.0,34024.0,34052.0,133501.0,Auckland FC,4177.0,23.861234251396134,low_block,1.0,866,1899585.0,0,0
794,0,1,0.7726002186527894,1899585_2422_2470,1899585.0,2422.0,29872.0,29872.0,38673.0,Auckland FC,4177.0,27.504188771894363,low_block,0.0,794,1899585.0,0,0
2254,1,1,0.7223662124293565,1996435_1198_1238,1996435.0,1198.0,9232.0,9244.0,50959.0,Adelaide United,866.0,46.64427510423975,medium_block,1.0,2254,1996435.0,1,1
4417,1,1,0.7914086840464093,2015213_2964_2984,2015213.0,2964.0,45453.0,45453.0,26844.0,Western United,1803.0,66.95570625420959,transition/quick_break,1.0,4417,2015213.0,0,1
2514,1,1,0.8007330579024355,1996435_3723_3763,1996435.0,3723.0,38957.0,38968.0,50959.0,Adelaide United,866.0,54.63071754974485,transition/quick_break,1.0,2514,1996435.0,0,1
5792,0,0,0.12892961332149533,2017461_234_234,2017461.0,234.0,4868.0,4879.0,14736.0,Auckland FC,4177.0,52.8063708277704,chaotic/disruption,0.0,5792,2017461.0,1,1
294,0,0,0.20366715325354762,1886347_2933_2951,1886347.0,2933.0,29369.0,29369.0,795505.0,Newcastle,1805.0,84.14893522796352,high_block,0.0,294,1886347.0,1,0
